Nombre,Moneda,Región,Horizonte,Fecha,VCT0,VCT-1,Var%,Reexp.Pesos,VarCt-15,VarCt-104,VarCanual,QC,QC-1,PN0,PNt-1,MS,SD,CNV,CAL,CODCAF,CSG,CSD,SG,Categoria,Datos,Variación_Patrimonial
Superfondo Renta Fija - Clase H,ARS,Arg,Lar,04/06/24,21532.84,21460.918,0.335,21532.84,0.841,40.983,269.473,21969157.5,22672767.17,473058356.84,486578393.95,0.005,Banco Santander Argentina S.A.,220.0,AAf(arg),3247.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Fija Peso Argentina,Superfondo Renta Fija - Clase H,-2.7785938048431538
Superfondo Renta Fija - Clase I,ARS,Arg,Lar,04/06/24,21925.828,21852.203,0.337,21925.828,0.848,41.38,271.907,516029529.43,539657290.65,11314374828.14,11792700694.94,0.125,Banco Santander Argentina S.A.,220.0,AAf(arg),3248.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Fija Peso Argentina,Superfondo Renta Fija - Clase I,-4.056118095197996
Superfondo Renta Fija - Clase J,ARS,Arg,Lar,04/06/24,23143.868,23064.669,0.343,23143.868,0.874,42.824,280.826,0.0,0.0,0.0,0.0,0,Banco Santander Argentina S.A.,220.0,AAf(arg),3249.0,49.0,96.0,Santander Rio Asset Management G.F.C.I.S.A.,Renta Fija Peso Argentina,Superfondo Renta Fija - Clase J,
Zofingen Dollar Linked - Clase A,ARS,Arg,Lar,04/06/24,2450.043,2450.043,0.0,2450.043,0.0,0.0,7.732,0.0,0.0,0.0,0.0,0,Banco Comafi S.A.,1023.0,BBB+,2292.0,2450.0,115.0,Zofingen Investment S.A.,Renta Fija Peso Argentina,Zofingen Dollar Linked - Clase A,
Zofingen Dollar Linked - Clase B,ARS,Arg,Lar,04/06/24,18088.592,18075.925,0.07,18088.592,0.196,16.952,235.729,23286671.37,23286673.15,421223106.4,420928154.61,0.005,Banco Comafi S.A.,1023.0,BBB+,2293.0,2450.0,115.0,Zofingen Investment S.A.,Renta Fija Peso Argentina,Zofingen Dollar Linked - Clase B,0.07007176563735484
Zofingen Dollar Linked - Clase C,ARS,Arg,Lar,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Comafi S.A.,1023.0,BBB+,2294.0,2450.0,115.0,Zofingen Investment S.A.,Renta Fija Peso Argentina,Zofingen Dollar Linked - Clase C,
1810 Ahorros Activos,ARS,Arg,Med,04/06/24,13399.978,13295.231,0.788,13399.978,1.364,45.502,306.118,4226282376.0,4232632972.0,56632091871.8,56273831520.6,0.623,Banco Credicoop Coop. Ltdo.,1045.0,A+(rf)BajRevespNeg,3445.0,241.0,116.0,Proahorro Administradora de Activos S.A.,Renta Fija Peso Argentina,1810 Ahorros Activos,0.6366375658441833
1810 Renta Fija Argentina,ARS,Arg,Med,04/06/24,44738.206,44930.05,-0.427,44738.206,0.58,32.853,278.808,414805335.0,416433403.0,18557646466.49,18710373425.91,0.204,Banco Credicoop Coop. Ltdo.,975.0,A (rf),1683.0,241.0,116.0,Proahorro Administradora de Activos S.A.,Renta Fija Peso Argentina,1810 Renta Fija Argentina,-0.8162689003764237
1822 Raices Inversion,ARS,Arg,Med,04/06/24,49298.627,49236.449,0.126,49298.627,0.511,33.779,213.729,1315302163.23,1323193696.76,64842591213.98,65149358689.46,0.714,Banco Provincia de Buenos Aires,712.0,A(Ffija),1158.0,43.0,91.0,Provinfondos S.A.S.G.F.C.I.,Renta Fija Peso Argentina,1822 Raices Inversion,-0.47086798957182247
1822 Raices Renta en Pesos,ARS,Arg,Med,04/06/24,6905694.73,6905466.336,0.003,6905694.73,0.126,30.37,158.413,4428642.48,4415013.96,30582853025.9,30487730283.59,0.337,Banco Provincia de Buenos Aires,106.0,A+(Ffija),77.0,43.0,91.0,Provinfondos S.A.S.G.F.C.I.,Renta Fija Peso Argentina,1822 Raices Renta en Pesos,0.3120033581548743
Adcap Renta Fija - Clase A,ARS,Arg,Med,04/06/24,100608.847,100234.666,0.373,100608.847,1.155,37.72,197.355,28389761.41,28061709.54,2856261166.09,2812756093.08,0.031,Banco Comafi S.A.,571.0,Ba,1070.0,381.0,115.0,Adcap Asset Management S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Adcap Renta Fija - Clase A,1.5467062045312887
Adcap Renta Fija - Clase B,ARS,Arg,Med,04/06/24,108968.835,108561.93,0.375,108968.835,1.161,38.048,199.261,52785829.61,56128753.07,5752010381.96,6093445752.0,0.063,Banco Comafi S.A.,571.0,Ba,1071.0,381.0,115.0,Adcap Asset Management S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Adcap Renta Fija - Clase B,-5.603321731844966
Adcap Renta Fija - Clase C,ARS,Arg,Med,04/06/24,118420.882,117971.016,0.381,118420.882,1.187,38.786,202.077,0.0,0.0,0.0,0.0,0,Banco Comafi S.A.,571.0,Ba,3343.0,381.0,115.0,Adcap Asset Management S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Adcap Renta Fija - Clase C,
Allaria Estructurado - Clase A,ARS,Arg,Med,04/06/24,44737.137,44742.066,-0.011,44737.137,0.197,36.804,55.336,97303.81,97303.81,4353094.11,4353573.71,0,Banco de Valores S.A.,981.0,AAf(arg),2348.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Allaria Estructurado - Clase A,-0.01101623704907083
Allaria Estructurado - Clase B,ARS,Arg,Med,04/06/24,7880.045,7880.913,-0.011,7880.045,0.197,36.803,55.338,1909052227.55,1903076989.09,15043417212.81,14997984826.11,0.166,Banco de Valores S.A.,981.0,AAf(arg),2349.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Allaria Estructurado - Clase B,0.3029232742048491
Allaria Estructurado - Clase C,ARS,Arg,Med,04/06/24,17012.218,17014.092,-0.011,17012.218,0.197,36.803,18.819,288448365.63,288448365.63,4907146418.7,4907686934.32,0.054,Banco de Valores S.A.,981.0,AAf(arg),2350.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Allaria Estructurado - Clase C,-0.011013653218586536
Allaria Estructurado - Clase D,ARS,Arg,Med,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,981.0,AAf(arg),2368.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Allaria Estructurado - Clase D,
Alpha Renta Capital - Clase A,ARS,Arg,Med,04/06/24,33056751.058,33165784.758,-0.329,33056751.058,0.522,44.26,301.099,237724.79,237102.7,7858409262.85,7863697040.74,0.086,ICBC (Arg) S.A.,483.0,AA- (arg),989.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Capital - Clase A,-0.06724289939712368
Alpha Renta Capital - Clase B,ARS,Arg,Med,04/06/24,27475375.035,27567129.61,-0.333,27475375.035,0.505,43.328,295.083,266928.54,265169.55,7333961834.52,7309963246.09,0.081,ICBC (Arg) S.A.,483.0,AA- (arg),990.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Capital - Clase B,0.32829971399427793
Alpha Renta Capital - Clase C,ARS,Arg,Med,04/06/24,592.247,602.335,-1.675,755886.033,-5.9,-21.957,-62.655,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,483.0,AA- (arg),1830.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Capital - Clase C,
Alpha Renta Capital - Clase D,ARS,Arg,Med,04/06/24,19406.765,19803.238,-2.002,24768880.606,-5.425,11.858,47.546,253.74,253.74,4924.29,5024.89,0,ICBC (Arg) S.A.,483.0,AA- (arg),1831.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Capital - Clase D,-2.002033875368423
Alpha Renta Capital - Clase I,ARS,Arg,Med,04/06/24,588.757,598.786,-1.675,751431.722,-5.9,-21.957,-62.655,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,483.0,AA- (arg),1832.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Capital - Clase I,
Alpha Renta Capital Pesos - Clase A,ARS,Arg,Med,04/06/24,7901000.02,7861380.351,0.504,7901000.02,0.985,42.225,258.928,3235653.5,3238675.56,25564898340.73,25460460441.34,0.281,ICBC (Arg) S.A.,481.0,AA- (arg),636.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Capital Pesos - Clase A,0.41019642842131865
Alpha Renta Capital Pesos - Clase B,ARS,Arg,Med,04/06/24,6282718.201,6251478.202,0.5,6282718.201,0.968,41.265,253.338,2617546.19,2637137.7,16445305107.98,16486008865.59,0.181,ICBC (Arg) S.A.,481.0,AA- (arg),637.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Capital Pesos - Clase B,-0.2468987972883994
Alpha Renta Capital Pesos - Clase J,ARS,Arg,Med,04/06/24,2335.861,2324.136,0.504,2335.861,0.987,42.336,121.158,30489829.02,30489829.02,71219991.39,70862505.76,0.001,ICBC (Arg) S.A.,481.0,AA- (arg),3658.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Capital Pesos - Clase J,0.5044778281066464
Alpha Renta Capital Pesos - Clase K,ARS,Arg,Med,04/06/24,5746.705,5718.13,0.5,5746.705,0.968,41.277,253.368,1920786.15,1920786.15,11038190.9,10983303.77,0,ICBC (Arg) S.A.,481.0,AA- (arg),3659.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Capital Pesos - Clase K,0.49973242249677685
Alpha Renta Plus - Clase A,ARS,Arg,Med,04/06/24,147996.861,148521.541,-0.353,147996.861,-0.728,36.873,200.78,79524798.81,81475518.27,11769420603.4,12100869550.94,0.13,ICBC (Arg) S.A.,614.0,A+ (arg),934.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Plus - Clase A,-2.7390506619770463
Alpha Renta Plus - Clase B,ARS,Arg,Med,04/06/24,94701.209,95039.957,-0.356,94701.209,-0.74,36.189,197.286,106207630.87,107141525.26,10057991044.85,10182725944.08,0.111,ICBC (Arg) S.A.,614.0,A+ (arg),935.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Plus - Clase B,-1.224965691063477
Alpha Renta Plus - Clase I,ARS,Arg,Med,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,614.0,A+ (arg),936.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Renta Fija Peso Argentina,Alpha Renta Plus - Clase I,
Argenfunds Renta Argentina - Clase A,ARS,Arg,Med,04/06/24,4293.198,4293.198,0.0,4293.198,0.0,0.0,6.398,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,724.0,AAf(arg),2032.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Argentina - Clase A,
Argenfunds Renta Argentina - Clase B,ARS,Arg,Med,04/06/24,93420.696,93442.261,-0.023,93420.696,0.317,51.921,254.454,303605895.16,303605895.16,28363073955.02,28369621367.03,0.312,Banco Macro S.A.,724.0,AAf(arg),1181.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Argentina - Clase B,-0.02307895451014885
Argenfunds Renta Balanceada - Clase A,ARS,Arg,Med,04/06/24,28993.061,28803.842,0.657,28993.061,1.208,45.598,286.92,5539291.17,5539291.17,160601004.73,159552868.86,0.002,Banco Macro S.A.,820.0,AA,2035.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Balanceada - Clase A,0.6569207294665844
Argenfunds Renta Balanceada - Clase B,ARS,Arg,Med,04/06/24,57728.659,57351.902,0.657,57728.659,1.208,45.598,286.92,768694776.78,768694776.78,44375718620.09,44086107410.87,0.488,Banco Macro S.A.,820.0,AA,1514.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Balanceada - Clase B,0.6569217066975302
Argenfunds Renta Dinamica - Clase A,ARS,Arg,Med,04/06/24,2482.49,2482.49,0.0,2482.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,825.0,AAf(arg),2038.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Dinamica - Clase A,
Argenfunds Renta Dinamica - Clase B,ARS,Arg,Med,04/06/24,271.119,271.587,-0.172,271.119,0.821,47.041,241.606,87194780051.44,87194780051.44,23640158334.95,23680944654.18,0.26,Banco Macro S.A.,825.0,AAf(arg),1439.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Dinamica - Clase B,-0.1722326529858268
Argenfunds Renta Fija - Clase A,ARS,Arg,Med,04/06/24,79554.2,79623.926,-0.088,79554.2,0.742,34.692,226.276,101776.88,101776.88,8096778.1,8103874.57,0,Banco Macro S.A.,654.0,Af(arg),2023.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Fija - Clase A,-0.08756885288268561
Argenfunds Renta Fija - Clase B,ARS,Arg,Med,04/06/24,135432.522,135547.517,-0.085,135432.522,0.753,35.11,227.76,276185681.06,280535846.59,37404523464.75,38025937335.96,0.412,Banco Macro S.A.,654.0,Af(arg),1069.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Fija - Clase B,-1.6341842298844438
Argenfunds Renta Global - Clase A,ARS,Arg,Med,04/06/24,6914.11,6862.22,0.756,6914.11,2.16,47.243,170.475,2559845.98,2559845.98,17699055.48,17566225.68,0,Banco Macro S.A.,823.0,BBBf(arg)+,2044.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Global - Clase A,0.7561658515593017
Argenfunds Renta Global - Clase B,ARS,Arg,Med,04/06/24,32211.955,31970.208,0.756,32211.955,2.16,47.243,170.476,85098867.94,85098867.94,2741200874.15,2720628536.46,0.03,Banco Macro S.A.,823.0,BBBf(arg)+,1513.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Global - Clase B,0.7561612110695628
Argenfunds Renta Mixta - Clase A,ARS,Arg,Med,04/06/24,1371.738,1372.616,-0.064,1371.738,0.269,0.269,0.269,2008323.6,1095230.03,2754893.88,1503330.26,0,Banco Macro S.A.,821.0,AA,2047.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Mixta - Clase A,83.25273915526718
Argenfunds Renta Mixta - Clase B,ARS,Arg,Med,04/06/24,14963.515,14973.092,-0.064,14963.515,0.269,34.78,343.819,394574056.85,393213203.41,5904214801.47,5887617233.62,0.065,Banco Macro S.A.,821.0,AA,1512.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Mixta - Clase B,0.2819063670651594
Argenfunds Renta Pesos - Clase A,ARS,Arg,Med,04/06/24,3042.84,3042.84,0.0,3042.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,723.0,A+,2029.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Pesos - Clase A,
Argenfunds Renta Pesos - Clase B,ARS,Arg,Med,04/06/24,97516.953,95822.417,1.768,97516.953,3.467,34.151,210.842,42132571.62,42132571.62,4108640018.79,4037244856.83,0.045,Banco Macro S.A.,723.0,A+,1180.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Pesos - Clase B,1.7684129769641648
Argenfunds Renta Total - Clase A,ARS,Arg,Med,04/06/24,1396.3,1396.3,0.0,1396.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,822.0,A-,2048.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Total - Clase A,
Argenfunds Renta Total - Clase B,ARS,Arg,Med,04/06/24,5543.385,5536.508,0.124,5543.385,0.41,26.78,87.014,568371479.5,568371479.5,3150701827.77,3146793434.43,0.035,Banco Macro S.A.,822.0,A-,1429.0,377.0,98.0,Argenfunds S.A.,Renta Fija Peso Argentina,Argenfunds Renta Total - Clase B,0.1242024118023529
Balanz Institucional - Clase A,ARS,Arg,Med,04/06/24,52645.464,52434.135,0.403,52645.464,0.905,43.566,239.802,875248915.09,878280454.93,46077885501.8,46051875992.99,0.507,Banco de Valores S.A.,945.0,AAf(arg),1818.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Institucional - Clase A,0.056478717205710245
Balanz Institucional - Clase B,ARS,Arg,Med,04/06/24,19549.911,19471.221,0.404,19549.911,0.909,43.799,240.911,672230785.7,687582580.86,13142052106.63,13388072157.4,0.145,Banco de Valores S.A.,945.0,AAf(arg),1819.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Institucional - Clase B,-1.8376062503817445
Balanz Institucional - Clase C,ARS,Arg,Med,04/06/24,54936.157,54714.436,0.405,54936.157,0.913,44.055,242.377,421015864.59,421015864.59,23128993667.07,23035645722.68,0.255,Banco de Valores S.A.,945.0,AAf(arg),1820.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Institucional - Clase C,0.40523259262531824
Balanz Institucional - Clase D,ARS,Arg,Med,04/06/24,15545.3,15482.538,0.405,15545.3,0.914,44.082,242.468,3677514354.85,3690379979.83,57168062537.09,57136448168.51,0.629,Banco de Valores S.A.,945.0,AAf(arg),1821.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Institucional - Clase D,0.05533135081612938
Balanz Institucional - Clase E,ARS,Arg,Med,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,945.0,AAf(arg),2228.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Institucional - Clase E,
Balanz Institucional - Clase F,ARS,Arg,Med,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,945.0,AAf(arg),2229.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Institucional - Clase F,
Balanz Institucional - Clase G,ARS,Arg,Med,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,945.0,AAf(arg),2230.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Institucional - Clase G,
Balanz Performance III - Clase A,ARS,Arg,Med,04/06/24,5739.289,5718.566,0.362,5739.289,1.877,41.633,177.776,3595264117.9,3591227669.5,20634259104.92,20536670815.97,0.227,Banco de Valores S.A.,1121.0,AA-f(arg),3749.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Performance III - Clase A,0.4751904036661533
Balanz Performance III - Clase B,ARS,Arg,Med,04/06/24,5743.384,5722.631,0.363,5743.384,1.878,41.681,177.87,1336118495.73,1336520349.07,7673841905.0,7648413063.93,0.084,Banco de Valores S.A.,1121.0,AA-f(arg),3750.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Performance III - Clase B,0.33247212013067634
Balanz Performance III - Clase C,ARS,Arg,Med,04/06/24,5558.885,5538.783,0.363,5558.885,1.879,41.754,178.333,2269640145.25,2269640145.25,12616667881.73,12571044267.88,0.139,Banco de Valores S.A.,1121.0,AA-f(arg),3751.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Performance III - Clase C,0.36292620467952913
Balanz Performance III - Clase D,ARS,Arg,Med,04/06/24,5781.054,5760.141,0.363,5781.054,1.88,41.778,178.38,485985029.45,485985029.45,2809505683.37,2799342288.28,0.031,Banco de Valores S.A.,1121.0,AA-f(arg),3752.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Balanz Performance III - Clase D,0.36306367865590206
Chaco Renta Fija I - Clase A,ARS,Arg,Med,04/06/24,110971.404,110204.315,0.696,110971.404,2.208,23.965,208.98,2950740.15,2868376.58,327447775.26,316107475.76,0.004,Nuevo Banco del Chaco S.A.,696.0,Af(arg),1176.0,389.0,479.0,Nuevo Chaco Fondos S.A.S.G.F.C.I.,Renta Fija Peso Argentina,Chaco Renta Fija I - Clase A,3.5874822234859
Chaco Renta Fija I - Clase B,ARS,Arg,Med,04/06/24,74201.173,73688.258,0.696,74201.173,2.208,23.965,208.98,46765467.32,46765467.32,3470052537.01,3446065832.25,0.038,Nuevo Banco del Chaco S.A.,696.0,Af(arg),1177.0,389.0,479.0,Nuevo Chaco Fondos S.A.S.G.F.C.I.,Renta Fija Peso Argentina,Chaco Renta Fija I - Clase B,0.6960605492652143
Champaquí Estratégico - Clase A,ARS,Arg,Med,04/06/24,6971.438,6957.754,0.197,6971.438,0.376,19.09,192.701,246369048.79,247916946.28,1717546638.14,1724945030.97,0.019,Banco de Cordoba S.A.,1130.0,A+f(arg),3717.0,2734.0,1370.0,Bancor Fondos S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Champaquí Estratégico - Clase A,-0.42890600553453784
Champaquí Estratégico - Clase B,ARS,Arg,Med,04/06/24,7039.118,7025.185,0.198,7039.118,0.383,19.399,194.255,414424384.82,404266862.24,2917182127.12,2840049534.13,0.032,Banco de Cordoba S.A.,1130.0,A+f(arg),3718.0,2734.0,1370.0,Bancor Fondos S.G.F.C.I.S.A.U.,Renta Fija Peso Argentina,Champaquí Estratégico - Clase B,2.7158890034510614
Cima Renta Fija Argentina Plus - Clase A,ARS,Arg,Med,04/06/24,3353.431,3353.431,0.0,3353.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,693.0,A-bf.ar,1121.0,47.0,65.0,Cima S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Cima Renta Fija Argentina Plus - Clase A,
Cima Renta Fija Argentina Plus - Clase B,ARS,Arg,Med,04/06/24,3770.606,3770.606,0.0,3770.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,693.0,A-bf.ar,1122.0,47.0,65.0,Cima S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Cima Renta Fija Argentina Plus - Clase B,
Cima Renta Fija Argentina Plus - Clase C,ARS,Arg,Med,04/06/24,103504.028,104055.035,-0.53,103504.028,-0.165,37.323,236.11,20186413.63,21152559.6,2089375124.83,2201030335.34,0.023,Banco de Valores S.A.,693.0,A-bf.ar,1123.0,47.0,65.0,Cima S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Cima Renta Fija Argentina Plus - Clase C,-5.072861046812991
Cima Renta Fija Nacional - Clase A,ARS,Arg,Med,04/06/24,61869.478,61779.254,0.146,61869.478,0.532,35.328,194.745,127.79,127.79,7906.54,7895.01,0,Banco de Valores S.A.,734.0,A-bf ar,1191.0,47.0,65.0,Cima S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Cima Renta Fija Nacional - Clase A,0.14604161362683196
Cima Renta Fija Nacional - Clase B,ARS,Arg,Med,04/06/24,74757.023,74646.431,0.148,74757.023,0.541,35.762,196.968,7620744.19,7620744.19,569704148.71,568861351.26,0.006,Banco de Valores S.A.,734.0,A-bf ar,1192.0,47.0,65.0,Cima S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Cima Renta Fija Nacional - Clase B,0.14815516085480104
Cima Renta Fija Nacional - Clase C,ARS,Arg,Med,04/06/24,8492.124,8479.677,0.147,8492.124,0.535,35.473,195.484,14511710.08,14511710.08,123235241.52,123054613.18,0.001,Banco de Valores S.A.,734.0,A-bf ar,3306.0,47.0,65.0,Cima S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Cima Renta Fija Nacional - Clase C,0.1467871340473614
Cima Renta Fija Nacional - Clase D,ARS,Arg,Med,04/06/24,3259.126,3254.349,0.147,3259.126,0.535,27.721,178.577,79304219.86,79304219.86,258462439.94,258083644.04,0.003,Banco de Valores S.A.,734.0,A-bf ar,4048.0,47.0,65.0,Cima S.G.F.C.I.S.A.,Renta Fija Peso Argentina,Cima Renta Fija Nacional - Clase D,0.14677253237376675
CMA Performance - Clase A,ARS,Arg,Med,04/06/24,23634.57,23622.882,0.049,23634.57,1.147,26.902,215.848,24499841.4,24056659.56,579043210.41,568287633.34,0.006,Banco Comafi S.A.,795.0,A-bf.ar,1344.0,121.0,115.0,Capital Markets Argentina Asset Management S.A.,Renta Fija Peso Argentina,CMA Performance - Clase A,1.8926290911498673
CMA Performance - Clase B,ARS,Arg,Med,04/06/24,32724.75,32708.075,0.051,32724.75,1.153,27.205,217.606,177118586.2,177103307.25,5796161414.96,5792708280.58,0.064,Banco Comafi S.A.,795.0,A-bf.ar,1345.0,121.0,115.0,Capital Markets Argentina Asset Management S.A.,Renta Fija Peso Argentina,CMA Performance - Clase B,0.059611743121550154
Compass Opportunity - Clase A,ARS,Arg,Med,04/06/24,267428.857,265708.567,0.647,267428.857,2.863,39.206,166.37,6206778.61,6162929.51,1659871708.59,1637543165.42,0.018,Banco de Valores S.A.,422.0,(A)=A-bf.ar,338.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Fija Peso Argentina,Compass Opportunity - Clase A,1.3635392117601353
Compass Opportunity - Clase B,ARS,Arg,Med,04/06/24,307998.61,306000.616,0.653,307998.61,2.874,39.997,169.753,89919886.3,89892960.85,27695199996.08,27507301356.95,0.305,Banco de Valores S.A.,422.0,(A)=A-bf.ar,339.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Fija Peso Argentina,Compass Opportunity - Clase B,0.683086416554369
Compass Opportunity - Clase C,ARS,Arg,Med,04/06/24,329130.32,326991.271,0.654,329130.32,2.876,40.173,170.563,45915690.49,45915690.49,15112245883.46,15014029978.08,0.166,Banco de Valores S.A.,422.0,(A)=A-bf.ar,340.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Renta Fija Peso Argentina,Compass Opportunity - Clase C,0.6541608450455422
