Nombre,Moneda,Región,Horizonte,Fecha,VCT0,VCT-1,Var%,Reexp.Pesos,VarCt-15,VarCt-104,VarCanual,QC,QC-1,PN0,PNt-1,MS,SD,CNV,CAL,CODCAF,CSG,CSD,SG,Categoria,Datos,Variación_Patrimonial
Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase F,ARS,Arg,Flex,04/06/24,1489282.744,1479594.532,0.655,1489282.744,3.958,33.988,193.443,4932831.85,4932831.85,7346381353.51,7298591036.16,1.008,Banco de Valores S.A.,352.0,(A)=A-bf.ar,1455.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase F,0.6547882613675564
Gainvest Infraestructura FCI Abierto - Clase A,ARS,Arg,Flex,04/06/24,114636.373,114146.403,0.429,114636.373,1.208,36.445,192.283,163823.35,159461.73,18780114.5,18201983.04,0.003,Banco Comafi S.A.,649.0,BBBf(Arg)+,1033.0,311.0,115.0,StoneX Asset Management S.A.,Infraestructura Peso Argentina,Gainvest Infraestructura FCI Abierto - Clase A,3.1762004103043098
Gainvest Infraestructura FCI Abierto - Clase B,ARS,Arg,Flex,04/06/24,121384.3,120865.489,0.429,121384.3,1.208,36.445,192.283,25843398.3,25843398.3,3136982823.74,3123574969.74,0.43,Banco Comafi S.A.,649.0,BBBf(Arg)+,1034.0,311.0,115.0,StoneX Asset Management S.A.,Infraestructura Peso Argentina,Gainvest Infraestructura FCI Abierto - Clase B,0.42924706881986713
Gainvest Infraestructura FCI Abierto - Clase C,ARS,Arg,Flex,04/06/24,33703.126,33558.157,0.432,33703.126,1.219,37.036,195.246,24247324.17,24247324.17,817210611.44,813695514.49,0.112,Banco Comafi S.A.,649.0,BBBf(Arg)+,2626.0,311.0,115.0,StoneX Asset Management S.A.,Infraestructura Peso Argentina,Gainvest Infraestructura FCI Abierto - Clase C,0.4319916833022246
Pellegrini Desarrollo Arg. Infraest. - Clase A,ARS,Arg,Flex,04/06/24,1129.332,1129.332,0.0,1129.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de La Nacion Argentina,710.0,A-f(arg),1144.0,41.0,89.0,Pellegrini S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Pellegrini Desarrollo Arg. Infraest. - Clase A,
Pellegrini Desarrollo Arg. Infraest. - Clase B,ARS,Arg,Flex,04/06/24,118728.336,118628.062,0.085,118728.336,1.066,52.24,258.355,1765043014.93,1765043014.93,209560619978.88,209383632852.72,28.757,Banco de La Nacion Argentina,710.0,A-f(arg),1145.0,41.0,89.0,Pellegrini S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Pellegrini Desarrollo Arg. Infraest. - Clase B,0.08452767952712714
Allaria Desarrollo e Infraestructura - Clase A,ARS,Arg,Lar,04/06/24,3768.865,3770.149,-0.034,3768.865,0.618,20.416,59.874,1255608.4,1255608.4,4732218.54,4733830.01,0.001,Banco de Valores S.A.,620.0,A,948.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Infraestructura Peso Argentina,Allaria Desarrollo e Infraestructura - Clase A,-0.034041568805715086
Allaria Desarrollo e Infraestructura - Clase B,ARS,Arg,Lar,04/06/24,70977.387,71001.568,-0.034,70977.387,0.618,20.416,189.336,53317248.25,53317248.25,3784318947.32,3785608247.3,0.519,Banco de Valores S.A.,620.0,A,946.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Infraestructura Peso Argentina,Allaria Desarrollo e Infraestructura - Clase B,-0.034057934571533735
Allaria Desarrollo e infraestructura - Clase C,ARS,Arg,Lar,04/06/24,13033.865,13038.306,-0.034,13033.865,0.618,20.416,189.336,119836193.44,119836193.44,1561928826.44,1562460904.13,0.214,Banco de Valores S.A.,620.0,A,949.0,356.0,65.0,Allaria Fondos Administrados S.G.F.C.I.S.A.,Infraestructura Peso Argentina,Allaria Desarrollo e infraestructura - Clase C,-0.0340538242328902
Delta Crecimiento Infraestructura - Clase A,ARS,Arg,Lar,04/06/24,1056.159,1056.159,0.0,1056.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,722.0,Af (arg),1160.0,321.0,65.0,Delta Asset Management S.A.,Infraestructura Peso Argentina,Delta Crecimiento Infraestructura - Clase A,
Delta Crecimiento Infraestructura - Clase B,ARS,Arg,Lar,04/06/24,78080.288,77760.886,0.411,78080.288,1.684,9.044,174.408,71796913.34,71796913.34,5605923697.75,5582991617.7,0.769,Banco de Valores S.A.,722.0,Af (arg),1161.0,321.0,65.0,Delta Asset Management S.A.,Infraestructura Peso Argentina,Delta Crecimiento Infraestructura - Clase B,0.41074896077754486
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase A,ARS,Arg,Lar,04/06/24,691159.051,688525.171,0.383,691159.051,3.71,33.046,188.524,85566.76,83293.51,59140241.02,57349681.24,0.008,Banco de Valores S.A.,565.0,Af.ar,793.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase A,3.1221791320979997
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase B,ARS,Arg,Lar,04/06/24,790873.466,787827.686,0.387,790873.466,3.718,33.605,191.337,34512022.11,34524666.36,27294642548.49,27199488005.05,3.746,Banco de Valores S.A.,565.0,Af.ar,794.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase B,0.349839465442642
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase C,ARS,Arg,Lar,04/06/24,904690.102,901122.024,0.396,904690.102,3.738,34.9,197.932,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,565.0,Af.ar,1456.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase C,
HF Infraestructura II - Clase I,ARS,Arg,Lar,04/06/24,4013.201,4009.407,0.095,4013.201,0.627,38.183,175.225,1951737358.34,1951737358.34,7832713753.57,7825309155.48,1.075,HSBC Bank Argentina S.A.,1325.0,A,3938.0,32.0,83.0,HSBC Global Asset Management Argentina S.A.S.G.F.C.I.,Infraestructura Peso Argentina,HF Infraestructura II - Clase I,0.0946237131706774
Pionero Infraestructura - Clase A,ARS,Arg,Lar,04/06/24,3721.385,3677.732,1.187,3721.385,2.579,35.054,184.25,249081482.74,228671516.82,926928161.55,840992529.64,0.127,Banco Macro S.A.,1178.0,A- (arg) f,3958.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Infraestructura Peso Argentina,Pionero Infraestructura - Clase A,10.218358532481384
Pionero Infraestructura - Clase B,ARS,Arg,Lar,04/06/24,3855.954,3810.627,1.189,3855.954,2.589,35.582,186.839,1419481992.53,1429238621.65,5473457492.11,5446295639.74,0.751,Banco Macro S.A.,1178.0,A- (arg) f,3959.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Infraestructura Peso Argentina,Pionero Infraestructura - Clase B,0.4987215929265375
Pionero Infraestructura - Clase C,ARS,Arg,Lar,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,1178.0,A- (arg) f,3960.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Infraestructura Peso Argentina,Pionero Infraestructura - Clase C,
Quinquela Desarrollo Argentino Infraest. - Clase A,ARS,Arg,Lar,04/06/24,10282.742,10312.105,-0.285,10282.742,2.705,39.707,223.294,10947567.33,10947567.33,112571015.19,112892460.42,0.015,Banco de Servicios y Transacciones S.A.,768.0,Af,1268.0,378.0,387.0,MEGA QM S.A.,Infraestructura Peso Argentina,Quinquela Desarrollo Argentino Infraest. - Clase A,-0.2847357820036111
Quinquela Desarrollo Argentino Infraest. - Clase B,ARS,Arg,Lar,04/06/24,65614.839,65801.536,-0.284,65614.839,2.709,39.932,224.506,1405899865.93,1405899865.93,92247893223.86,92510371011.4,12.659,Banco de Servicios y Transacciones S.A.,768.0,Af,1269.0,378.0,387.0,MEGA QM S.A.,Infraestructura Peso Argentina,Quinquela Desarrollo Argentino Infraest. - Clase B,-0.2837279590065078
SBS Desarrollo Infraestructura - Clase A,ARS,Arg,Lar,04/06/24,50016.84,49818.576,0.398,50016.84,1.031,34.682,188.583,5180730.29,5180730.29,259123758.42,258096605.61,0.036,Banco de Valores S.A.,645.0,Af,1028.0,347.0,65.0,SBS Asset Management S.A.S.G.F.C.I.,Infraestructura Peso Argentina,SBS Desarrollo Infraestructura - Clase A,0.3979722273264082
SBS Desarrollo Infraestructura - Clase B,ARS,Arg,Lar,04/06/24,186948.319,186200.394,0.402,186948.319,1.046,35.472,192.251,169076968.01,169076968.01,31608654985.69,31482198142.7,4.338,Banco de Valores S.A.,645.0,Af,1029.0,347.0,65.0,SBS Asset Management S.A.S.G.F.C.I.,Infraestructura Peso Argentina,SBS Desarrollo Infraestructura - Clase B,0.4016772984427719
Schroder Infraestructura - Clase A,ARS,Arg,Lar,04/06/24,36044.851,35655.165,1.093,36044.851,3.954,33.509,186.855,8654917.04,8892929.77,311965194.21,317078877.85,0.043,Banco de Valores S.A.,431.0,A-bf.ar,1724.0,51.0,65.0,Schroder S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Schroder Infraestructura - Clase A,-1.6127481195449311
Schroder Infraestructura - Clase B,ARS,Arg,Lar,04/06/24,40754.081,40312.491,1.095,40754.081,3.964,34.03,189.472,3557964984.01,3577544328.91,145001592585.64,144219722305.28,19.898,Banco de Valores S.A.,431.0,A-bf.ar,600.0,51.0,65.0,Schroder S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Schroder Infraestructura - Clase B,0.5421382511782794
Schroder Infraestructura - Clase C,ARS,Arg,Lar,04/06/24,603.649,603.649,0.0,603.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,431.0,A-bf.ar,826.0,51.0,65.0,Schroder S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Schroder Infraestructura - Clase C,
Schroder Infraestructura - Clase D,ARS,Arg,Lar,04/06/24,42511.37,42049.935,1.097,42511.37,3.972,34.436,191.523,1831708288.79,1831708288.79,77868429588.84,77023213840.12,10.686,Banco de Valores S.A.,431.0,A-bf.ar,1725.0,51.0,65.0,Schroder S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Schroder Infraestructura - Clase D,1.097351962584225
1822 Raices Infraestructura,ARS,Arg,Med,04/06/24,4599.32,4582.482,0.367,4599.32,1.388,35.384,172.382,3104765207.11,3099526719.14,14279808813.04,14203525646.52,1.96,Banco Provincia de Buenos Aires,1270.0,A(Ffija),3918.0,43.0,91.0,Provinfondos S.A.S.G.F.C.I.,Infraestructura Peso Argentina,1822 Raices Infraestructura,0.5370720511121164
Alpha Infraestructura - Clase A,ARS,Arg,Med,04/06/24,11120.568,11110.558,0.09,11120.568,2.853,29.011,204.78,75950967.83,57966274.96,844617924.48,644037635.99,0.116,ICBC (Arg) S.A.,1164.0,A- (arg),3399.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Infraestructura Peso Argentina,Alpha Infraestructura - Clase A,31.144187432722397
Alpha Infraestructura - Clase B,ARS,Arg,Med,04/06/24,2015.405,2013.646,0.087,2015.405,2.842,28.455,101.541,45300525.83,39187454.67,91298913.04,78909659.52,0.013,ICBC (Arg) S.A.,1164.0,A- (arg),3400.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Infraestructura Peso Argentina,Alpha Infraestructura - Clase B,15.70055376662714
Alpha Infraestructura - Clase C,ARS,Arg,Med,04/06/24,2112,2110.145,0.088,2112.0,2.844,28.567,111.2,77086297.18,53711498.55,162806261.25,113339052.3,0.022,ICBC (Arg) S.A.,1164.0,A- (arg),3401.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Infraestructura Peso Argentina,Alpha Infraestructura - Clase C,43.64533490104011
Alpha Infraestructura - Clase D,ARS,Arg,Med,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,1164.0,A- (arg),3402.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Infraestructura Peso Argentina,Alpha Infraestructura - Clase D,
Alpha Infraestructura - Clase E,ARS,Arg,Med,04/06/24,6841.968,6835.529,0.094,6841.968,2.87,29.85,209.42,366015290.28,366015290.28,2504264933.8,2501908009.72,0.344,ICBC (Arg) S.A.,1164.0,A- (arg),3758.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Infraestructura Peso Argentina,Alpha Infraestructura - Clase E,0.09420506552773597
Alpha Infraestructura - Clase J,ARS,Arg,Med,04/06/24,1012.99,1012.99,0.0,1012.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ICBC (Arg) S.A.,1164.0,A- (arg),3640.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Infraestructura Peso Argentina,Alpha Infraestructura - Clase J,
Alpha Infraestructura - Clase K,ARS,Arg,Med,04/06/24,2985.21,2982.604,0.087,2985.21,2.842,28.456,194.745,360927.2,360927.2,1077443.39,1076503.6,0,ICBC (Arg) S.A.,1164.0,A- (arg),3641.0,8.0,62.0,ICBC Investments Argentina S.A.U.S.G.F.C.I.,Infraestructura Peso Argentina,Alpha Infraestructura - Clase K,0.08730021896813019
Argenfunds Infraestructura - Clase A,ARS,Arg,Med,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,1239.0,Af.ar,3613.0,377.0,98.0,Argenfunds S.A.,Infraestructura Peso Argentina,Argenfunds Infraestructura - Clase A,
Argenfunds Infraestructura - Clase B,ARS,Arg,Med,04/06/24,5.113,5.113,0.0,5.113,0.059,-99.853,-99.95,12042512.88,12042512.88,61567.82,61570.68,0,Banco Macro S.A.,1239.0,Af.ar,3614.0,377.0,98.0,Argenfunds S.A.,Infraestructura Peso Argentina,Argenfunds Infraestructura - Clase B,-0.004645068074610483
Argenfunds Infraestructura - Clase C,ARS,Arg,Med,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,1239.0,Af.ar,3615.0,377.0,98.0,Argenfunds S.A.,Infraestructura Peso Argentina,Argenfunds Infraestructura - Clase C,
Balanz Infraestructura - Clase A,ARS,Arg,Med,04/06/24,6345.913,6327.071,0.298,6345.913,1.818,44.599,201.232,23043573.26,23005858.56,146232503.02,145559707.31,0.02,Banco de Valores S.A.,1155.0,Af(arg),3410.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Infraestructura Peso Argentina,Balanz Infraestructura - Clase A,0.46221287637460584
Balanz Infraestructura - Clase B,ARS,Arg,Med,04/06/24,4079.612,4067.427,0.3,4079.612,1.825,45.0,99.521,17321824.03,17321824.03,70666321.93,70455258.03,0.01,Banco de Valores S.A.,1155.0,Af(arg),3411.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Infraestructura Peso Argentina,Balanz Infraestructura - Clase B,0.29957153788314067
Balanz Infraestructura - Clase C,ARS,Arg,Med,04/06/24,11285.133,11251.35,0.3,11285.133,1.828,45.155,203.965,326326109.18,326326109.18,3682633696.7,3671609321.02,0.505,Banco de Valores S.A.,1155.0,Af(arg),3412.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Infraestructura Peso Argentina,Balanz Infraestructura - Clase C,0.30026004174477844
Balanz Infraestructura - Clase D,ARS,Arg,Med,04/06/24,2228.581,2221.885,0.301,2228.581,1.832,45.403,122.829,589259707.33,589259707.33,1313212885.92,1309267457.53,0.18,Banco de Valores S.A.,1155.0,Af(arg),3413.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Infraestructura Peso Argentina,Balanz Infraestructura - Clase D,0.3013462503256101
Balanz Infraestructura - Clase E,ARS,Arg,Med,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,1155.0,Af(arg),3414.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Infraestructura Peso Argentina,Balanz Infraestructura - Clase E,
Balanz Infraestructura - Clase F,ARS,Arg,Med,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,1155.0,Af(arg),3415.0,372.0,65.0,Balanz S.G.F.C.I.S.A.U.,Infraestructura Peso Argentina,Balanz Infraestructura - Clase F,
Chaco FCI Abierto Infraestructura - Clase A,ARS,Arg,Med,04/06/24,2587.392,2586.318,0.042,2587.392,2.557,24.955,132.487,15379387.23,14490772.62,39792496.45,37477745.85,0.005,Nuevo Banco del Chaco S.A.,759.0,A(rf),1262.0,389.0,479.0,Nuevo Chaco Fondos S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Chaco FCI Abierto Infraestructura - Clase A,6.176333574768615
Chaco FCI Abierto Infraestructura - Clase B,ARS,Arg,Med,04/06/24,52813.343,52791.43,0.042,52813.343,2.557,24.955,196.965,21727096.18,21727096.18,1147480572.42,1147004467.44,0.157,Nuevo Banco del Chaco S.A.,759.0,A(rf),1263.0,389.0,479.0,Nuevo Chaco Fondos S.A.S.G.F.C.I.,Infraestructura Peso Argentina,Chaco FCI Abierto Infraestructura - Clase B,0.041508554980839614
Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase A,USD,Arg,Flex,04/06/24,1011.588,1014.097,-0.247,1324683.52,-0.841,2.347,13.477,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,352.0,(A)=A-bf.ar,1862.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Infraestructura Dolar Estadounidense,Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase A,
Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase B,USD,Arg,Flex,04/06/24,1076.567,1079.237,-0.247,1409773.511,-0.841,1.488,11.1,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,352.0,(A)=A-bf.ar,1863.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Infraestructura Dolar Estadounidense,Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase B,
Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase C,USD,Arg,Flex,04/06/24,1222.426,1225.458,-0.247,1600777.553,-0.841,2.347,13.477,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,352.0,(A)=A-bf.ar,1864.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Infraestructura Dolar Estadounidense,Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase C,
Gainvest Infraestructura FCI Abierto - Clase D,USD,Arg,Flex,04/06/24,1.157,1.157,0.0,1038.135,-0.173,-9.891,-73.155,0.0,0.0,0.0,0.0,0,Banco Comafi S.A.,649.0,BBBf(Arg)+,2627.0,311.0,115.0,StoneX Asset Management S.A.,Infraestructura Dolar Estadounidense,Gainvest Infraestructura FCI Abierto - Clase D,
Gainvest Infraestructura FCI Abierto - Clase E,USD,Arg,Flex,04/06/24,1.115,1.115,0.0,1000.0,-0.179,-9.863,-73.145,0.0,0.0,0.0,0.0,0,Banco Comafi S.A.,649.0,BBBf(Arg)+,2628.0,311.0,115.0,StoneX Asset Management S.A.,Infraestructura Dolar Estadounidense,Gainvest Infraestructura FCI Abierto - Clase E,
Gainvest Infraestructura FCI Abierto - Clase F,USD,Arg,Flex,04/06/24,1.115,1.115,0.0,1000.0,-0.179,-9.863,-73.145,0.0,0.0,0.0,0.0,0,Banco Comafi S.A.,649.0,BBBf(Arg)+,2629.0,311.0,115.0,StoneX Asset Management S.A.,Infraestructura Dolar Estadounidense,Gainvest Infraestructura FCI Abierto - Clase F,
Gainvest Infraestructura FCI Abierto - Clase G,USD,Arg,Flex,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Comafi S.A.,649.0,BBBf(Arg)+,3282.0,311.0,115.0,StoneX Asset Management S.A.,Infraestructura Dolar Estadounidense,Gainvest Infraestructura FCI Abierto - Clase G,
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase D,USD,Arg,Lar,04/06/24,615.323,618.487,-0.512,805770.239,-1.066,2.226,13.049,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,565.0,Af.ar,1893.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Infraestructura Dolar Estadounidense,Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase D,
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase E,USD,Arg,Lar,04/06/24,674.984,678.455,-0.512,883896.913,-1.066,2.226,13.049,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,565.0,Af.ar,1894.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Infraestructura Dolar Estadounidense,Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase E,
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase F,USD,Arg,Lar,04/06/24,691.251,694.806,-0.512,905199.104,-1.066,2.226,13.049,0.0,0.0,0.0,0.0,0,Banco de Valores S.A.,565.0,Af.ar,1895.0,21.0,65.0,Investis Asset Management S.A.S.G.F.C.I.,Infraestructura Dolar Estadounidense,Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase F,
HF Infraestructura - Clase C,USD,Arg,Lar,04/06/24,1272.341,1274.562,-0.174,1141289.877,-0.275,1.143,8.697,42980686.51,42980686.51,54686090.18,54781531.71,64.934,HSBC Bank Argentina S.A.,1124.0,s/c,3212.0,32.0,83.0,HSBC Global Asset Management Argentina S.A.S.G.F.C.I.,Infraestructura Dolar Estadounidense,HF Infraestructura - Clase C,-0.17422209095073365
HF Infraestructura - Clase I,USD,Arg,Lar,04/06/24,1261.744,1263.953,-0.175,1131784.368,-0.277,1.056,8.478,23406077.2,23406077.2,29532476.06,29584180.14,35.066,HSBC Bank Argentina S.A.,1124.0,s/c,2655.0,32.0,83.0,HSBC Global Asset Management Argentina S.A.S.G.F.C.I.,Infraestructura Dolar Estadounidense,HF Infraestructura - Clase I,-0.17476935225287585
Consultatio Balance Fund - Clase A,ARS,Arg,Flex,04/06/24,1936834.733,1928905.731,0.411,1936834.733,1.469,37.718,242.337,1240888.88,1238055.51,2403396678.86,2388092376.39,1.116,Banco de Valores S.A.,120.0,EF-2,1207.0,22.0,65.0,Consultatio Asset Management G.F.C.I.S.A.,Retorno Total Peso Argentina,Consultatio Balance Fund - Clase A,0.6408588973067816
Consultatio Balance Fund - Clase B,ARS,Arg,Flex,04/06/24,2081963.62,2073388.914,0.414,2081963.62,1.477,38.26,245.492,44037203.4,43940752.56,91683855389.97,91106269254.14,42.59,Banco de Valores S.A.,120.0,EF-2,89.0,22.0,65.0,Consultatio Asset Management G.F.C.I.S.A.,Retorno Total Peso Argentina,Consultatio Balance Fund - Clase B,0.6339696933685554
Galileo Argentina - Clase A,ARS,Arg,Lar,04/06/24,517238.512,515953.538,0.249,517238.512,0.407,13.451,132.033,6033153.92,6017107.51,3120579559.98,3104547907.91,1.45,Banco Comafi S.A.,581.0,AAf.ar,845.0,1.0,115.0,Galileo Argentina S.G.F.C.I.S.A.,Retorno Total Peso Argentina,Galileo Argentina - Clase A,0.5163924843663558
Galileo Argentina - Clase B,ARS,Arg,Lar,04/06/24,254912.777,254276.023,0.25,254912.777,0.412,13.694,133.206,27891208.01,27891208.01,7109825292.9,7092065448.9,3.303,Banco Comafi S.A.,581.0,AAf.ar,2263.0,1.0,115.0,Galileo Argentina S.G.F.C.I.S.A.,Retorno Total Peso Argentina,Galileo Argentina - Clase B,0.2504185011822558
Galileo Renta Fija - Clase A,ARS,Arg,Lar,04/06/24,115313.817,115561.259,-0.214,115313.817,0.313,45.291,259.957,17081139.62,17491453.15,1969691401.8,2021334355.98,0.915,Banco Comafi S.A.,764.0,BBBf.ar,1245.0,1.0,115.0,Galileo Argentina S.G.F.C.I.S.A.,Retorno Total Peso Argentina,Galileo Renta Fija - Clase A,-2.5548941978459623
Galileo Renta Fija - Clase B,ARS,Arg,Lar,04/06/24,116936.503,117186.627,-0.213,116936.503,0.316,45.438,260.824,50982825.97,51438999.98,5961753403.18,6027962879.71,2.769,Banco Comafi S.A.,764.0,BBBf.ar,2255.0,1.0,115.0,Galileo Argentina S.G.F.C.I.S.A.,Retorno Total Peso Argentina,Galileo Renta Fija - Clase B,-1.0983723332613655
Megainver Retorno Total - Clase A,ARS,Arg,Lar,04/06/24,165613.333,167277.965,-0.995,165613.333,-0.361,49.284,272.162,1739484.62,1715668.41,288081845.56,286993519.81,0.134,Banco Comafi S.A.,728.0,Ac,1189.0,378.0,115.0,MEGA QM S.A.,Retorno Total Peso Argentina,Megainver Retorno Total - Clase A,0.3792161407409166
Megainver Retorno Total - Clase B,ARS,Arg,Lar,04/06/24,173227.476,174964.957,-0.993,173227.476,-0.353,49.783,275.245,6121976.9,6121976.9,1060494608.18,1071131428.59,0.493,Banco Comafi S.A.,728.0,Ac,1190.0,378.0,115.0,MEGA QM S.A.,Retorno Total Peso Argentina,Megainver Retorno Total - Clase B,-0.9930453094819581
Pionero Renta Estrategico - Clase A,ARS,Arg,Lar,04/06/24,2752.065,2752.065,0.0,2752.065,0.0,0.0,39.421,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,1012.0,A (arg) f,2202.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Retorno Total Peso Argentina,Pionero Renta Estrategico - Clase A,
Pionero Renta Estrategico - Clase B,ARS,Arg,Lar,04/06/24,36615.494,36587.273,0.077,36615.494,0.817,36.83,214.588,652141032.22,652141032.22,23878466221.63,23860061839.6,11.092,Banco Macro S.A.,1012.0,A (arg) f,2203.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Retorno Total Peso Argentina,Pionero Renta Estrategico - Clase B,0.07713467866817202
Pionero Renta Estrategico - Clase C,ARS,Arg,Lar,04/06/24,1000,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Banco Macro S.A.,1012.0,A (arg) f,2204.0,54.0,98.0,Macro Fondos S.G.F.C.I.S.A.,Retorno Total Peso Argentina,Pionero Renta Estrategico - Clase C,
Quinquela Balanceado - Clase A,ARS,Arg,Lar,04/06/24,1004.23,1003.694,0.053,1004.23,0.423,0.423,0.423,179243062.52,162392806.84,180001327.77,162992673.94,0.084,Banco de Servicios y Transacciones S.A.,769.0,Af,1272.0,378.0,387.0,MEGA QM S.A.,Retorno Total Peso Argentina,Quinquela Balanceado - Clase A,10.435225963751689
Quinquela Balanceado - Clase B,ARS,Arg,Lar,04/06/24,54200.801,54169.954,0.057,54200.801,0.437,10.414,189.428,470972712.83,386021280.48,25527098184.85,20910754905.12,11.858,Banco de Servicios y Transacciones S.A.,769.0,Af,1273.0,378.0,387.0,MEGA QM S.A.,Retorno Total Peso Argentina,Quinquela Balanceado - Clase B,22.076406617915488
